#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-09-04T10:00:48 [V7.32.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-09-04T10:00:49	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/AJ/159/57&tab:{J/AJ/159/57/table9}&key:source=J/AJ/159/57/table9&HTTPPRM:&
#-source=J/AJ/159/57/table9
#-order=I
#-out=Mb/M*
#-out=Perb
#-out=ecoswb
#-out=esinwb
#-out=T0b
#-out=Mc/M*
#-out=Perc
#-out=ecoswc
#-out=esinwc
#-out=T0c
#-out=Md/M*
#-out=Perd
#-out=ecoswd
#-out=esinwd
#-out=T0d
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.4	
#INFO	-out.max=unlimited	
#
#RESOURCE=yCat_51590057
#Name: J/AJ/159/57
#Title: HST spectroscopic LCs of Kepler 51b & 51d (Libby-Roberts+, 2020)
#INFO	ivoid=ivo://cds.vizier/j/aj/159/57	
#INFO	publisher=CDS	
#INFO	creator=Libby-Roberts J.E.	
#INFO	related_resource=bibcode:2020AJ....159...57L	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/159/57	
#INFO	publication_id=doi:10.26093/cds/vizier.51590057	
#INFO	publication_date=2022-05-11	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_AJ_159_57_table9:
#Name: J/AJ/159/57/table9
#Title: *Markov Chain Monte Carlo (MCMC) samples from our transit timing variations (TTV) analysis
#Column	Mb/M*	(D14.7)	Planet "b" to star mass ratio	[ucd=phys.mass;arith.ratio]
#Column	Perb	(D14.7)	[45.1528/45.156] Orbital period, planet "b"	[ucd=time.period]
#Column	ecoswb	(D13.6)	[-0.21/0.03] Sqrt(e_b_)Cos({omega}_b_), planet "b" (1)	[ucd=src.orbital]
#Column	esinwb	(D13.6)	[-0.3/0.05] Sqrt(e_b_)Sin({omega}_b_), planet "b" (1)	[ucd=src.orbital]
#Column	T0b	(D14.7)	[159.1/159.2] Time, first inferior conjunction, planet "b" (2)	[ucd=time.epoch]
#Column	Mc/M*	(D14.7)	Planet "c" to star mass ratio	[ucd=phys.mass;arith.ratio]
#Column	Perc	(D14.7)	[85.3/85.321] Orbital period, planet "c"	[ucd=time.period]
#Column	ecoswc	(D13.6)	[-0.173/0.235] Sqrt(e_c_)Cos({omega}_c_), planet "c" (1)	[ucd=src.orbital]
#Column	esinwc	(D13.6)	[-0.312/0.19] Sqrt(e_c_)Sin({omega}_c_), planet "c" (1)	[ucd=src.orbital]
#Column	T0c	(D14.7)	[295.309/295.332] Time, first inferior conjunction, planet "c" (2)	[ucd=time.epoch]
#Column	Md/M*	(D14.7)	Planet "d" to star mass ratio	[ucd=phys.mass;arith.ratio]
#Column	Perd	(D14.7)	[130.1819/130.188] Orbital Period, planet "d"	[ucd=time.period]
#Column	ecoswd	(D13.6)	[-0.17/0.21] Sqrt(e_d_)Cos({omega}_d_), planet "d" (1)	[ucd=src.orbital]
#Column	esinwd	(D13.6)	[-0.282/0.17] Sqrt(e_d_)Sin({omega}_d_), planet "d" (1)	[ucd=src.orbital]
#Column	T0d	(D14.7)	[212.021/212.0261] Time, first inferior conjunction, planet "d" (2)	[ucd=time.epoch]
Mb/M*|Perb|ecoswb|esinwb|T0b|Mc/M*|Perc|ecoswc|esinwc|T0c|Md/M*|Perd|ecoswd|esinwd|T0d
 1.2833304e-05| 4.5154215e+01|-1.146460e-01|-8.447200e-02| 1.5910996e+02| 1.5352423e-05| 8.5314251e+01| 1.941600e-02| 3.407500e-02| 2.9531779e+02| 1.8634033e-05| 1.3018462e+02|-3.642900e-02| 4.917200e-02| 2.1202372e+02
 1.0227736e-05| 4.5154045e+01|-1.264580e-01|-1.392450e-01| 1.5911040e+02| 1.2051095e-05| 8.5313697e+01| 2.643800e-02| 8.551500e-02| 2.9532085e+02| 1.8541494e-05| 1.3018409e+02|-2.430900e-02| 7.876700e-02| 2.1202374e+02
 5.8119384e-06| 4.5154245e+01|-7.036200e-02|-1.686160e-01| 1.5911221e+02| 1.4025005e-05| 8.5310599e+01|-7.203600e-02|-1.437200e-02| 2.9531918e+02| 2.3684637e-05| 1.3018435e+02|-8.468200e-02|-1.461000e-03| 2.1202367e+02
 2.1141884e-05| 4.5154339e+01|-9.459200e-02|-1.082420e-01| 1.5911100e+02| 1.4231667e-05| 8.5315585e+01|-1.429400e-02| 4.353600e-02| 2.9531637e+02| 1.7983649e-05| 1.3018546e+02|-5.551100e-02| 4.251900e-02| 2.1202360e+02
 1.7658915e-05| 4.5154550e+01|-1.114180e-01|-4.121000e-02| 1.5910927e+02| 1.6398750e-05| 8.5314639e+01|-6.254900e-02| 1.308800e-02| 2.9531995e+02| 1.4347916e-05| 1.3018643e+02|-7.500800e-02| 2.384800e-02| 2.1202308e+02
 1.5180433e-05| 4.5154132e+01|-1.150400e-01|-8.206400e-02| 1.5910953e+02| 1.4118947e-05| 8.5312053e+01| 2.049400e-02|-4.340400e-02| 2.9532428e+02| 2.4766928e-05| 1.3018502e+02|-4.636500e-02|-1.756500e-02| 2.1202418e+02
 6.8345925e-06| 4.5154120e+01|-1.172190e-01|-1.346170e-01| 1.5911010e+02| 1.1718116e-05| 8.5313537e+01| 6.918600e-02| 4.406400e-02| 2.9532035e+02| 1.6866257e-05| 1.3018337e+02| 1.642800e-02| 5.852000e-02| 2.1202455e+02
 9.1829288e-07| 4.5153942e+01|-7.428500e-02|-1.178080e-01| 1.5910978e+02| 1.4072982e-05| 8.5311188e+01| 1.637120e-01|-3.177000e-03| 2.9532683e+02| 1.9048980e-05| 1.3018314e+02| 1.370110e-01| 2.864000e-03| 2.1202272e+02
 1.4684745e-05| 4.5154194e+01|-9.032400e-02|-1.477990e-01| 1.5911021e+02| 1.4307303e-05| 8.5315644e+01| 8.287100e-02|-2.549500e-02| 2.9531715e+02| 1.5338664e-05| 1.3018520e+02| 4.745000e-02|-1.963900e-02| 2.1202310e+02
 7.0598880e-06| 4.5154379e+01|-7.288800e-02|-1.419190e-01| 1.5911119e+02| 1.2690526e-05| 8.5313030e+01| 4.671000e-02| 8.339600e-02| 2.9532005e+02| 1.7575981e-05| 1.3018388e+02|-1.886000e-03| 8.360600e-02| 2.1202332e+02
 9.2001626e-06| 4.5154571e+01|-4.116500e-02|-1.772910e-01| 1.5911108e+02| 1.2553982e-05| 8.5313144e+01| 5.163900e-02| 1.146500e-02| 2.9531915e+02| 1.5396559e-05| 1.3018424e+02|-2.895700e-02| 2.336100e-02| 2.1202454e+02
 1.1767031e-05| 4.5154646e+01|-5.620300e-02|-1.297050e-01| 1.5911041e+02| 1.2970616e-05| 8.5315370e+01| 6.920900e-02| 5.430500e-02| 2.9531597e+02| 1.0214482e-05| 1.3018459e+02| 2.289400e-02| 6.391500e-02| 2.1202407e+02
 7.8093144e-06| 4.5154389e+01|-4.614900e-02|-1.530420e-01| 1.5911126e+02| 1.2865522e-05| 8.5313510e+01| 1.154480e-01| 5.332000e-02| 2.9531889e+02| 1.5374408e-05| 1.3018423e+02| 8.421600e-02| 5.567300e-02| 2.1202306e+02
 5.3709193e-06| 4.5154060e+01|-1.164770e-01|-1.455100e-01| 1.5911137e+02| 1.2885516e-05| 8.5312955e+01| 6.045000e-02| 1.377500e-02| 2.9531952e+02| 1.6031295e-05| 1.3018407e+02|-1.561300e-02| 2.880600e-02| 2.1202311e+02
 1.2235264e-05| 4.5154482e+01|-3.906900e-02|-1.189030e-01| 1.5911012e+02| 1.4911861e-05| 8.5312897e+01| 8.604700e-02|-2.779600e-02| 2.9531996e+02| 1.9351566e-05| 1.3018440e+02| 5.787300e-02|-9.960000e-03| 2.1202413e+02
 8.9134583e-06| 4.5154394e+01|-5.400300e-02|-1.547170e-01| 1.5911060e+02| 1.3140122e-05| 8.5312494e+01| 8.050800e-02|-1.327200e-02| 2.9531946e+02| 1.8583870e-05| 1.3018447e+02| 4.035600e-02|-1.441900e-02| 2.1202236e+02
 7.2334640e-06| 4.5154244e+01|-9.650600e-02|-1.179140e-01| 1.5910964e+02| 1.3787260e-05| 8.5312627e+01| 8.526900e-02|-1.459100e-02| 2.9532261e+02| 1.6596513e-05| 1.3018446e+02| 4.855900e-02|-1.197500e-02| 2.1202229e+02
 6.0250158e-06| 4.5154299e+01|-8.566200e-02|-1.302210e-01| 1.5911076e+02| 1.4483681e-05| 8.5311624e+01| 1.840000e-04|-1.072240e-01| 2.9532039e+02| 2.0377668e-05| 1.3018422e+02|-3.176200e-02|-8.685100e-02| 2.1202334e+02
 6.9075555e-06| 4.5154362e+01|-6.175900e-02|-1.487390e-01| 1.5911105e+02| 1.4870233e-05| 8.5312771e+01| 7.508000e-02|-1.955500e-02| 2.9532146e+02| 1.5723486e-05| 1.3018419e+02| 4.115100e-02| 9.230000e-04| 2.1202348e+02
 1.9097188e-05| 4.5154312e+01|-9.021500e-02|-5.727100e-02| 1.5911033e+02| 1.6770897e-05| 8.5315264e+01| 9.030900e-02|-8.161200e-02| 2.9532014e+02| 1.6568518e-05| 1.3018570e+02| 6.558400e-02|-6.736900e-02| 2.1202259e+02
 1.2749075e-05| 4.5154242e+01|-8.666100e-02|-9.334900e-02| 1.5911102e+02| 1.4463708e-05| 8.5313036e+01| 5.846000e-02| 8.777600e-02| 2.9531869e+02| 2.1358562e-05| 1.3018451e+02| 2.178300e-02| 9.209800e-02| 2.1202432e+02
 1.4644694e-05| 4.5154118e+01|-1.093510e-01|-1.531520e-01| 1.5911077e+02| 1.1888349e-05| 8.5315578e+01| 6.991200e-02| 2.769200e-02| 2.9531844e+02| 1.6802367e-05| 1.3018456e+02| 1.121400e-02| 4.268900e-02| 2.1202382e+02
 9.8768932e-06| 4.5154140e+01|-8.372600e-02|-1.239670e-01| 1.5911082e+02| 1.5197613e-05| 8.5315069e+01| 1.156970e-01|-3.023300e-02| 2.9531824e+02| 1.4669028e-05| 1.3018428e+02| 9.009200e-02|-1.509300e-02| 2.1202296e+02
 7.7052114e-06| 4.5154121e+01|-9.250500e-02|-1.095510e-01| 1.5911119e+02| 1.5192759e-05| 8.5311599e+01| 6.322900e-02|-5.879400e-02| 2.9532073e+02| 2.1786483e-05| 1.3018501e+02| 2.800900e-02|-5.588500e-02| 2.1202236e+02
 1.3115263e-05| 4.5154686e+01|-1.885900e-02|-1.559130e-01| 1.5911080e+02| 1.3133395e-05| 8.5314242e+01| 8.592900e-02| 1.878500e-02| 2.9531517e+02| 1.3810651e-05| 1.3018464e+02| 4.629300e-02| 3.473600e-02| 2.1202290e+02
 4.7269775e-06| 4.5153686e+01|-1.221030e-01|-1.289140e-01| 1.5910985e+02| 1.4154298e-05| 8.5312966e+01| 1.278750e-01|-7.175500e-02| 2.9532254e+02| 1.7972497e-05| 1.3018356e+02| 1.011870e-01|-6.236600e-02| 2.1202201e+02
 5.2671228e-06| 4.5153455e+01|-1.226600e-01|-1.886640e-01| 1.5911017e+02| 1.0818841e-05| 8.5316315e+01| 1.804470e-01|-1.374130e-01| 2.9532272e+02| 9.1842022e-06| 1.3018324e+02| 1.459980e-01|-1.329620e-01| 2.1202236e+02
 4.1663907e-06| 4.5153497e+01|-8.938700e-02|-2.396510e-01| 1.5910991e+02| 1.0432948e-05| 8.5314892e+01| 1.761510e-01|-2.233770e-01| 2.9532342e+02| 1.1467928e-05| 1.3018305e+02| 1.439080e-01|-2.098960e-01| 2.1202349e+02
 4.3993270e-06| 4.5153746e+01|-7.370200e-02|-1.680740e-01| 1.5910945e+02| 1.1544129e-05| 8.5312106e+01| 1.859640e-01|-7.824200e-02| 2.9532381e+02| 1.9622779e-05| 1.3018307e+02| 1.538380e-01|-7.814200e-02| 2.1202275e+02
 8.7324038e-06| 4.5153840e+01|-1.216520e-01|-1.561840e-01| 1.5910945e+02| 1.0981533e-05| 8.5314295e+01| 1.447050e-01|-3.677500e-02| 2.9532289e+02| 1.6696997e-05| 1.3018392e+02| 1.123290e-01|-4.323500e-02| 2.1202325e+02
 1.1174193e-06| 4.5154066e+01|-9.928900e-02|-1.641860e-01| 1.5910984e+02| 1.1712581e-05| 8.5311570e+01| 8.862500e-02|-9.818200e-02| 2.9532438e+02| 1.8553060e-05| 1.3018278e+02| 5.306400e-02|-9.423900e-02| 2.1202340e+02
 7.5516235e-06| 4.5153799e+01|-8.673700e-02|-2.198110e-01| 1.5911050e+02| 1.1298971e-05| 8.5313596e+01| 1.260030e-01|-1.614990e-01| 2.9532474e+02| 1.7359047e-05| 1.3018369e+02| 9.526600e-02|-1.527450e-01| 2.1202349e+02
 9.2124017e-06| 4.5153791e+01|-8.079500e-02|-1.549120e-01| 1.5911031e+02| 1.3099032e-05| 8.5313522e+01| 1.608250e-01|-6.915100e-02| 2.9532408e+02| 1.9748296e-05| 1.3018420e+02| 1.316770e-01|-6.667100e-02| 2.1202253e+02
 1.2033353e-05| 4.5154324e+01|-6.585500e-02|-1.720360e-01| 1.5911059e+02| 1.2610087e-05| 8.5312959e+01| 7.040800e-02|-2.180900e-02| 2.9532190e+02| 1.8176778e-05| 1.3018443e+02| 1.225800e-02|-3.025600e-02| 2.1202322e+02
 9.4983551e-06| 4.5154036e+01|-1.031480e-01|-1.815770e-01| 1.5911014e+02| 1.2672997e-05| 8.5313446e+01| 2.581800e-02|-1.737130e-01| 2.9532110e+02| 2.0333349e-05| 1.3018395e+02|-3.460000e-04|-1.548340e-01| 2.1202310e+02
 6.9607859e-06| 4.5154272e+01|-3.908700e-02|-2.036340e-01| 1.5911040e+02| 1.1455344e-05| 8.5312749e+01| 1.055900e-01|-1.837210e-01| 2.9532223e+02| 1.7715984e-05| 1.3018363e+02| 7.579000e-02|-1.713690e-01| 2.1202321e+02
 9.3287648e-06| 4.5153835e+01|-1.372080e-01|-1.221810e-01| 1.5911095e+02| 1.3641463e-05| 8.5314614e+01| 8.351300e-02| 3.603800e-02| 2.9532043e+02| 1.5803600e-05| 1.3018453e+02| 4.145100e-02| 5.027400e-02| 2.1202284e+02
 4.3230962e-06| 4.5153802e+01|-7.735500e-02|-2.229770e-01| 1.5911012e+02| 1.1497368e-05| 8.5312344e+01| 1.226350e-01|-2.327480e-01| 2.9532515e+02| 1.9745335e-05| 1.3018303e+02| 9.576300e-02|-2.138480e-01| 2.1202312e+02
 8.6348214e-06| 4.5154192e+01|-9.907700e-02|-1.930700e-01| 1.5911146e+02| 1.1614055e-05| 8.5314360e+01| 2.281200e-02|-1.176200e-01| 2.9532161e+02| 1.2535892e-05| 1.3018451e+02|-1.361800e-02|-1.088840e-01| 2.1202326e+02
 1.5374904e-05| 4.5154623e+01|-6.498400e-02|-1.190460e-01| 1.5910994e+02| 1.4779504e-05| 8.5314379e+01| 1.812200e-02|-6.458600e-02| 2.9531927e+02| 1.3880553e-05| 1.3018499e+02|-3.739700e-02|-3.780800e-02| 2.1202383e+02
 3.5864646e-06| 4.5154391e+01|-1.155960e-01|-1.917060e-01| 1.5910994e+02| 9.5895672e-06| 8.5311820e+01|-1.090290e-01|-3.883500e-02| 2.9531991e+02| 1.4841453e-05| 1.3018398e+02|-1.164270e-01|-4.588000e-02| 2.1202318e+02
 9.8986143e-06| 4.5154184e+01|-1.052550e-01|-1.319680e-01| 1.5911083e+02| 1.3779694e-05| 8.5314382e+01| 6.088400e-02|-7.288000e-02| 2.9532037e+02| 1.4258770e-05| 1.3018493e+02| 1.950000e-02|-7.138000e-02| 2.1202298e+02
 3.7730606e-06| 4.5154111e+01|-1.143890e-01|-1.116120e-01| 1.5911056e+02| 1.3148622e-05| 8.5310727e+01|-1.584900e-02|-2.723000e-02| 2.9532311e+02| 2.2802932e-05| 1.3018334e+02|-6.126100e-02| 7.174000e-03| 2.1202425e+02
 8.6531244e-06| 4.5154197e+01|-1.189810e-01|-4.762900e-02| 1.5911067e+02| 1.7136604e-05| 8.5312740e+01|-1.842200e-02|-4.091700e-02| 2.9532244e+02| 2.0406477e-05| 1.3018505e+02|-5.822500e-02| 4.760000e-03| 2.1202246e+02
 1.1297923e-05| 4.5154200e+01|-1.130150e-01|-1.405130e-01| 1.5911075e+02| 1.3598859e-05| 8.5314581e+01|-1.908400e-02|-1.110700e-02| 2.9532017e+02| 1.5197967e-05| 1.3018484e+02|-6.082500e-02| 8.237000e-03| 2.1202331e+02
 2.1851021e-05| 4.5154263e+01|-1.158420e-01|-1.043160e-01| 1.5910960e+02| 1.4305306e-05| 8.5316655e+01| 2.660000e-03|-5.190100e-02| 2.9531723e+02| 1.6718559e-05| 1.3018580e+02|-5.473000e-02|-1.762300e-02| 2.1202304e+02
 1.0590491e-05| 4.5154375e+01|-7.834900e-02|-1.390430e-01| 1.5911030e+02| 1.4343909e-05| 8.5313612e+01| 3.038700e-02|-4.245100e-02| 2.9532052e+02| 1.6537880e-05| 1.3018461e+02|-4.274500e-02|-1.627800e-02| 2.1202366e+02
 8.3407256e-06| 4.5154198e+01|-1.144750e-01|-1.160800e-01| 1.5911029e+02| 1.4705466e-05| 8.5313687e+01|-2.800500e-02| 6.954000e-03| 2.9531716e+02| 1.7040953e-05| 1.3018490e+02|-6.088900e-02| 1.631700e-02| 2.1202224e+02
 1.5624993e-05| 4.5154296e+01|-1.419830e-01|-6.710300e-02| 1.5911005e+02| 1.3191830e-05| 8.5316236e+01|-2.253200e-02| 1.568830e-01| 2.9531552e+02| 1.4015244e-05| 1.3018534e+02|-4.309400e-02| 1.411390e-01| 2.1202357e+02
 2.1494316e-05| 4.5154174e+01|-1.442990e-01|-1.300790e-01| 1.5911029e+02| 1.1981009e-05| 8.5318792e+01|-4.230600e-02| 9.735000e-02| 2.9531691e+02| 1.3031256e-05| 1.3018551e+02|-6.934000e-02| 8.223700e-02| 2.1202494e+02
 1.4437482e-05| 4.5154209e+01|-8.790500e-02|-1.576970e-01| 1.5911049e+02| 1.3599490e-05| 8.5313553e+01| 3.562300e-02|-6.470000e-04| 2.9532177e+02| 2.0213028e-05| 1.3018499e+02|-5.076500e-02| 1.144400e-02| 2.1202239e+02
 1.9157765e-05| 4.5154179e+01|-1.145580e-01|-1.197010e-01| 1.5911015e+02| 1.3418108e-05| 8.5316088e+01| 3.555300e-02|-8.463000e-03| 2.9531668e+02| 1.7848806e-05| 1.3018552e+02|-4.962400e-02| 6.747000e-03| 2.1202322e+02
 1.4313079e-05| 4.5154303e+01|-1.007150e-01|-1.689020e-01| 1.5911075e+02| 1.2488696e-05| 8.5316969e+01| 1.816000e-02|-3.418700e-02| 2.9531788e+02| 1.1453163e-05| 1.3018487e+02|-5.680900e-02|-1.084200e-02| 2.1202285e+02
 1.0259816e-05| 4.5154010e+01|-9.392400e-02|-1.566970e-01| 1.5911007e+02| 1.2369086e-05| 8.5313118e+01| 9.238000e-02|-8.060400e-02| 2.9532306e+02| 2.1041244e-05| 1.3018414e+02| 5.487400e-02|-8.078800e-02| 2.1202285e+02
 1.3210581e-05| 4.5153756e+01|-1.219640e-01|-9.474000e-02| 1.5911100e+02| 1.5460731e-05| 8.5313515e+01| 8.285200e-02| 3.307300e-02| 2.9531975e+02| 2.6387778e-05| 1.3018404e+02| 4.399000e-02| 6.059800e-02| 2.1202522e+02
 8.9220903e-06| 4.5154073e+01|-9.960000e-02|-9.581200e-02| 1.5911066e+02| 1.6191818e-05| 8.5311980e+01| 6.236500e-02|-1.752400e-02| 2.9532132e+02| 2.4123683e-05| 1.3018435e+02| 1.951200e-02| 2.730600e-02| 2.1202383e+02
 6.7470026e-07| 4.5154297e+01|-7.499300e-02|-1.378050e-01| 1.5911017e+02| 1.3790065e-05| 8.5311001e+01| 6.923600e-02|-6.975000e-03| 2.9532112e+02| 2.0854837e-05| 1.3018320e+02| 2.122000e-02| 2.556000e-02| 2.1202310e+02
 9.4002531e-06| 4.5153922e+01|-1.284820e-01|-9.328200e-02| 1.5911051e+02| 1.4457662e-05| 8.5313488e+01| 9.019700e-02| 5.514000e-03| 2.9532078e+02| 1.8651493e-05| 1.3018461e+02| 5.924200e-02| 1.945500e-02| 2.1202358e+02
 1.3453359e-05| 4.5154133e+01|-1.206070e-01|-1.748300e-01| 1.5910974e+02| 1.2440773e-05| 8.5315263e+01|-1.600000e-05|-1.711620e-01| 2.9532187e+02| 1.5671240e-05| 1.3018492e+02|-2.281100e-02|-1.528090e-01| 2.1202366e+02
 1.2645125e-05| 4.5154365e+01|-1.136360e-01|-1.408650e-01| 1.5910998e+02| 1.3867765e-05| 8.5314122e+01|-9.901600e-02| 4.789000e-03| 2.9532022e+02| 1.5355631e-05| 1.3018542e+02|-1.057430e-01| 9.050000e-03| 2.1202348e+02
 1.5517196e-05| 4.5154486e+01|-9.106500e-02|-1.544710e-01| 1.5911001e+02| 1.2834674e-05| 8.5313768e+01|-1.085530e-01|-2.444600e-02| 2.9531677e+02| 1.7812290e-05| 1.3018516e+02|-1.147730e-01|-1.421000e-02| 2.1202395e+02
 9.7185058e-06| 4.5154272e+01|-1.184600e-01|-1.072150e-01| 1.5911034e+02| 1.3405637e-05| 8.5312400e+01|-7.437700e-02| 6.576000e-03| 2.9532190e+02| 1.8657866e-05| 1.3018495e+02|-8.830500e-02| 7.188000e-03| 2.1202340e+02
 7.5482867e-06| 4.5154043e+01|-1.026250e-01|-1.331950e-01| 1.5911132e+02| 1.3751744e-05| 8.5311887e+01| 4.355300e-02|-2.778700e-02| 2.9532294e+02| 2.2423430e-05| 1.3018398e+02|-3.992800e-02|-2.696000e-03| 2.1202289e+02
 6.6380641e-06| 4.5154253e+01|-1.104540e-01|-4.040700e-02| 1.5910964e+02| 1.4759156e-05| 8.5310754e+01| 2.880400e-02| 4.920800e-02| 2.9532465e+02| 2.3451367e-05| 1.3018404e+02|-2.429500e-02| 5.807400e-02| 2.1202379e+02
 8.8722749e-06| 4.5154311e+01|-9.792900e-02|-1.311730e-01| 1.5911027e+02| 1.2658157e-05| 8.5312982e+01|-1.208200e-02| 4.498700e-02| 2.9531882e+02| 1.8030392e-05| 1.3018437e+02|-5.995700e-02| 3.029200e-02| 2.1202287e+02
 9.1683500e-06| 4.5154128e+01|-1.108160e-01|-8.947000e-02| 1.5911113e+02| 1.5893577e-05| 8.5312759e+01| 4.753700e-02| 2.272600e-02| 2.9532270e+02| 2.0244867e-05| 1.3018436e+02|-1.928500e-02| 5.048800e-02| 2.1202332e+02
 1.8968165e-05| 4.5154247e+01|-9.299000e-02|-1.027750e-01| 1.5911120e+02| 1.6798544e-05| 8.5314425e+01|-3.142500e-02|-2.887700e-02| 2.9531746e+02| 2.1533469e-05| 1.3018568e+02|-6.077500e-02| 1.475800e-02| 2.1202309e+02
 1.3856346e-05| 4.5154412e+01|-7.342600e-02|-1.643450e-01| 1.5911070e+02| 1.3970396e-05| 8.5314538e+01|-2.973700e-02|-6.352800e-02| 2.9531610e+02| 1.6100462e-05| 1.3018487e+02|-6.616600e-02|-3.451100e-02| 2.1202371e+02
 1.7317085e-05| 4.5154368e+01|-1.054650e-01|-1.275780e-01| 1.5911003e+02| 1.2501707e-05| 8.5316258e+01| 5.418800e-02|-3.443000e-03| 2.9532164e+02| 1.2272921e-05| 1.3018492e+02|-3.551700e-02| 1.314000e-02| 2.1202371e+02
 8.8780986e-06| 4.5153922e+01|-1.446570e-01|-1.061920e-01| 1.5911008e+02| 1.3980010e-05| 8.5314324e+01| 6.033700e-02|-1.726800e-02| 2.9532115e+02| 1.5534012e-05| 1.3018464e+02|-1.538200e-02|-5.973000e-03| 2.1202288e+02
 2.0697603e-05| 4.5154122e+01|-1.159150e-01|-1.246380e-01| 1.5911042e+02| 1.3835889e-05| 8.5317111e+01| 5.002600e-02|-1.787700e-02| 2.9531735e+02| 1.6479384e-05| 1.3018529e+02|-3.071200e-02| 1.659100e-02| 2.1202372e+02
 1.4419524e-05| 4.5154142e+01|-1.249110e-01|-1.403130e-01| 1.5910935e+02| 1.2488128e-05| 8.5316612e+01| 3.490800e-02|-9.304200e-02| 2.9531765e+02| 1.4384621e-05| 1.3018427e+02|-6.896000e-03|-7.931800e-02| 2.1202460e+02
 7.4259347e-06| 4.5154042e+01|-1.111340e-01|-1.344170e-01| 1.5910990e+02| 1.2286665e-05| 8.5313582e+01| 1.204740e-01|-3.880000e-03| 2.9532211e+02| 1.5547339e-05| 1.3018422e+02| 9.036200e-02|-7.337000e-03| 2.1202282e+02
 6.7270716e-06| 4.5153977e+01|-1.081270e-01|-1.443530e-01| 1.5911088e+02| 1.2452105e-05| 8.5313182e+01| 1.034440e-01| 7.202900e-02| 2.9532135e+02| 1.7756831e-05| 1.3018415e+02| 6.874200e-02| 7.235600e-02| 2.1202291e+02
 8.7223782e-06| 4.5153856e+01|-1.309500e-01|-1.199960e-01| 1.5911118e+02| 1.3422018e-05| 8.5313900e+01| 8.032800e-02| 4.410600e-02| 2.9531991e+02| 1.8438535e-05| 1.3018428e+02| 3.299300e-02| 5.876000e-02| 2.1202281e+02
 9.0611084e-06| 4.5154299e+01|-1.072330e-01|-3.227700e-02| 1.5911055e+02| 1.6546830e-05| 8.5312535e+01| 3.308000e-02| 4.346700e-02| 2.9531872e+02| 2.0765006e-05| 1.3018475e+02|-2.077000e-02| 5.890700e-02| 2.1202268e+02
 1.2642813e-05| 4.5154216e+01|-1.198920e-01|-1.785700e-02| 1.5911052e+02| 1.8405840e-05| 8.5312577e+01|-5.082500e-02| 6.103800e-02| 2.9532059e+02| 2.2792940e-05| 1.3018556e+02|-6.229800e-02| 6.606800e-02| 2.1202319e+02
 5.9397266e-06| 4.5154260e+01|-9.565600e-02|-5.888600e-02| 1.5911063e+02| 1.7242816e-05| 8.5310718e+01| 3.983000e-02| 2.193900e-02| 2.9532473e+02| 2.3151033e-05| 1.3018476e+02|-1.910700e-02| 4.744700e-02| 2.1202287e+02
 1.4206300e-05| 4.5154337e+01|-7.520300e-02|-1.234100e-01| 1.5911097e+02| 1.2913773e-05| 8.5314300e+01| 9.162700e-02| 4.585200e-02| 2.9531821e+02| 1.5865138e-05| 1.3018479e+02| 5.433600e-02| 5.278600e-02| 2.1202366e+02
 1.2454874e-05| 4.5154146e+01|-1.344820e-01|-1.585350e-01| 1.5910915e+02| 9.8921598e-06| 8.5318539e+01| 1.252860e-01| 1.123500e-02| 2.9531840e+02| 7.3682473e-06| 1.3018428e+02| 9.149100e-02|-1.390000e-04| 2.1202381e+02
 9.5044041e-06| 4.5154298e+01|-5.241900e-02|-1.665400e-01| 1.5911172e+02| 1.5348266e-05| 8.5312799e+01| 7.011000e-02|-2.210500e-02| 2.9532066e+02| 1.9306097e-05| 1.3018425e+02| 3.392600e-02| 1.057800e-02| 2.1202351e+02
 5.7005971e-07| 4.5154194e+01|-8.729600e-02|-1.254020e-01| 1.5911037e+02| 1.4152382e-05| 8.5310826e+01| 8.357700e-02|-2.538900e-02| 2.9532122e+02| 1.9547157e-05| 1.3018368e+02| 4.915400e-02|-2.042000e-02| 2.1202245e+02
 5.6551247e-06| 4.5154407e+01|-5.734900e-02|-1.103490e-01| 1.5911104e+02| 1.5225452e-05| 8.5312969e+01| 7.977800e-02| 3.101700e-02| 2.9531722e+02| 1.8448855e-05| 1.3018379e+02| 3.953100e-02| 5.649900e-02| 2.1202377e+02
 1.2323686e-05| 4.5154709e+01|-1.768700e-02|-2.025590e-01| 1.5911095e+02| 1.1002749e-05| 8.5313747e+01| 6.124500e-02|-3.734300e-02| 2.9531518e+02| 1.4214388e-05| 1.3018424e+02|-1.299600e-02|-5.141200e-02| 2.1202349e+02
